image;roepnaam;Personalia;birthdate;birthplace;Woonplaats;Anciënniteit;Leeftijd;Geslacht;Emailadres;Fractie;Volledige naam;commissies;commissie0;commissie1;commissie2;commissie3;commissie4;commissie5;commissie6;commissie7;commissie8;commissie9;commissie10;commissie11;commissie12;commissie13;commissie14;commissie15;commissie16;commissie17;commissie18;
/images/7928_tcm118-114565.jpg;Fleur Agema;;16 september 1976;Purmerend;Den Haag;1429 dagen;34;Vrouw;;Partij voor de vrijheid  (PVV);Agema, M.;Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer;Verkeer en Waterstaat;Volksgezondheid, Welzijn en Sport;Bouwbegeleidingscommissie;Presidium;
/images/7933_tcm118-114575.jpg;Elly Blanksma-van den Heuvel;;24 september 1959;Helmond;Eindhoven;1429 dagen;51;Vrouw;e.blanksma@tweedekamer.nl;Christen Democratisch Appel  (CDA);Blanksma-van den Heuvel, P.J.M.G.;Defensie;Economische Zaken;Financiën;Rijksuitgaven;Sociale Zaken en Werkgelegenheid;Jeugd en Gezin;Delegatie naar de Raadgevende Interparlementaire Beneluxraad;Commissie voor de Verzoekschriften en de Burgerinitiatieven;
/images/6391_tcm118-114576.jpg;Stef Blok;;10 december 1964;Noordoostpolder;Den Haag;4345 dagen;45;Man;S.Blok@tweedekamer.nl;Volkspartij voor Vrijheid en Democratie  (VVD);Blok, S.A.;Defensie;Financiën;Rijksuitgaven;Sociale Zaken en Werkgelegenheid;Jeugd en Gezin;Contactgroep Frankrijk;Presidium;Commissie voor de Verzoekschriften en de Burgerinitiatieven;
/images/7669_tcm118-114578.jpg;Bas Jan Van Bochove;;3 oktober 1950;Ermelo;Lelystad;2950 dagen;60;Man;B.vBochove@tweedekamer.nl;Christen Democratisch Appel  (CDA);Bochove, B.J. Van;Vergaderingen;Plenaire vergaderingen;Commissievergaderingen;Live debatten;
/images/8048_tcm118-209082.jpg;Betty de Boer;;2 september 1971;Achtkarspelen;Groningen;134 dagen;39;Vrouw;b.dboer@tweedekamer.nl;Volkspartij voor Vrijheid en Democratie  (VVD);Boer, B.G. de;Wonen, Wijken en Integratie;Financiën;Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer;Jeugd en Gezin;
/images/6366_tcm118-114580.jpg;Harry van Bommel;;24 juni 1962;Helmond;Diemen;4546 dagen;48;Man;HvBommel@sp.nl;Socialistische Partij  (SP);Bommel, H. van;Buitenlandse Zaken;Binnenlandse Zaken en Koninkrijksrelaties;Defensie;Nederlands-Antilliaanse en Arubaanse Zaken;Onderwijs, Cultuur en Wetenschap;Delegatie naar de Navo Assemblee;Delegatie naar de OVSE-Assemblee;Presidium;Commissie voor de Werkwijze;
/images/8088_tcm118-209083.jpg;Louis Bontes;;28 februari 1956;Rotterdam;Hellevoetsluis;134 dagen;54;Man;l.bontes@tweedekamer.nl;Partij voor de vrijheid  (PVV);Bontes, L.;Buitenlandse Zaken;Binnenlandse Zaken en Koninkrijksrelaties;Defensie;Europese Zaken;Justitie;Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer;Commissie voor de Werkwijze;
/images/7919_tcm118-114582.jpg;Martin Bosma;;16 juli 1964;Wormer;Amsterdam;1429 dagen;46;Man;;Partij voor de vrijheid  (PVV);Bosma, M.;Onderwijs, Cultuur en Wetenschap;Volksgezondheid, Welzijn en Sport;Jeugd en Gezin;
/images/8058_tcm118-209084.jpg;André Bosman;;20 januari 1965;Maarn;Middelburg;134 dagen;45;Man;a.bosman@tweedekamer.nl;Volkspartij voor Vrijheid en Democratie  (VVD);Bosman, A.;Binnenlandse Zaken en Koninkrijksrelaties;Defensie;Landbouw, Natuur en Voedselkwaliteit;Nederlands-Antilliaanse en Arubaanse Zaken;Onderwijs, Cultuur en Wetenschap;
/images/7885_tcm118-114584.jpg;Lea Bouwmeester;;3 oktober 1979;Hoogeveen;Almere;1429 dagen;31;Vrouw;l.bouwmeester@tweedekamer.nl;Partij van de Arbeid  (PVDA);Bouwmeester, L.T.;Wonen, Wijken en Integratie;Financiën;Justitie;Volksgezondheid, Welzijn en Sport;Jeugd en Gezin;Contactgroep Verenigd Koninkrijk;
/images/8039_tcm118-209085.jpg;Bruno Braakhuis;;10 juli 1961;Haarlem;Haarlem;134 dagen;49;Man;b.braakhuis@tweedekamer.nl;GroenLinks  (GL);Braakhuis, B.A.M.;Buitenlandse Zaken;Defensie;Europese Zaken;Economische Zaken;Financiën;Landbouw, Natuur en Voedselkwaliteit;Onderwijs, Cultuur en Wetenschap;Rijksuitgaven;Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer;Verkeer en Waterstaat;Tijdelijke commissie onderzoek financieel stelsel;
/images/7882_tcm118-114585.jpg;Hero Brinkman;;29 december 1964;Almelo;Middenbeemster;1429 dagen;45;Man;;Partij voor de vrijheid  (PVV);Brinkman, H.;Wonen, Wijken en Integratie;Binnenlandse Zaken en Koninkrijksrelaties;Defensie;Nederlands-Antilliaanse en Arubaanse Zaken;
/images/7892_tcm118-114586.jpg;Han ten Broeke;;2 maart 1969;Haaksbergen;Haaksbergen;1429 dagen;41;Man;hantenbroeke@tweedekamer.nl;Volkspartij voor Vrijheid en Democratie  (VVD);Broeke, J.H. ten;Buitenlandse Zaken;Defensie;Europese Zaken;Financiën;Contactgroep België;Delegatie naar de OVSE-Assemblee;Delegatie naar de Parlementaire Vergadering van de Raad van Europa;Europese Veiligheids- en Defensie Assemblee;Tijdelijke commissie subsidiariteitstoets;
/images/8016_tcm118-209086.jpg;Hanke Bruins Slot;;20 oktober 1977;Apeldoorn;Utrecht;134 dagen;33;Vrouw;h.bruins-slot@tweedekamer.nl;Christen Democratisch Appel  (CDA);Bruins Slot, H.G.J.;Buitenlandse Zaken;Binnenlandse Zaken en Koninkrijksrelaties;Defensie;Europese Zaken;Volksgezondheid, Welzijn en Sport;
/images/7908_tcm118-114587.jpg;Brigitte van der Burg;;7 april 1961;Tanga (Tanzania);Bergschenhoek;1429 dagen;49;Vrouw;brigitte.vdburg@tweedekamer.nl;Volkspartij voor Vrijheid en Democratie  (VVD);Burg, B.I. van der;Binnenlandse Zaken en Koninkrijksrelaties;Justitie;Onderwijs, Cultuur en Wetenschap;Sociale Zaken en Werkgelegenheid;Jeugd en Gezin;
/images/8026_tcm118-209087.jpg;Metin Çelik;;3 april 1970;Gölcük (Tukije);Rotterdam;134 dagen;40;Man;m.celik@tweedekamer.nl;Partij van de Arbeid  (PVDA);Çelik, M.;Binnenlandse Zaken en Koninkrijksrelaties;Onderwijs, Cultuur en Wetenschap;Sociale Zaken en Werkgelegenheid;
/images/8019_tcm118-209088.jpg;Job Cohen;;18 oktober 1947;Haarlem;Amsterdam;134 dagen;63;Man;j.cohen@tweedekamer.nl;Partij van de Arbeid  (PVDA);Cohen, M.J.;Commissie voor de Inlichtingen- en Veiligheidsdiensten;
/images/7648_tcm118-114590.jpg;Coskun Çörüz;;15 augustus 1963;Konakören (Turkije);Haarlem;3440 dagen;47;Man;C.Coruz@tweedekamer.nl;Christen Democratisch Appel  (CDA);Çörüz, C.;Buitenlandse Zaken;Binnenlandse Zaken en Koninkrijksrelaties;Defensie;Europese Zaken;Justitie;Nederlands-Antilliaanse en Arubaanse Zaken;Jeugd en Gezin;Commissie voor de Verzoekschriften en de Burgerinitiatieven;
/images/7792_tcm118-114593.jpg;Martijn van Dam;;1 februari 1978;Zoetermeer;Utrecht;2829 dagen;32;Man;M.vDam@tweedekamer.nl;Partij van de Arbeid  (PVDA);Dam, M.H.P. van;Buitenlandse Zaken;Defensie;Europese Zaken;Economische Zaken;Landbouw, Natuur en Voedselkwaliteit;Onderwijs, Cultuur en Wetenschap;Delegatie naar de Navo Assemblee;
/images/8027_tcm118-209089.jpg;Tjeerd van Dekken;;14 mei 1967;Marum (Gr.);Groningen;134 dagen;43;Man;t.vdekken@tweedekamer.nl;Partij van de Arbeid  (PVDA);Dekken, T.R. van;Wonen, Wijken en Integratie;Landbouw, Natuur en Voedselkwaliteit;Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer;Verkeer en Waterstaat;Volksgezondheid, Welzijn en Sport;
/images/7822_tcm118-114595.jpg;Ineke Dezentjé Hamming-Bluemink;;15 september 1954;Amsterdam;Numansdorp;2705 dagen;56;Vrouw;I.Dezentjehamming@tweedekamer.nl;Volkspartij voor Vrijheid en Democratie  (VVD);Dezentjé Hamming-Bluemink, I.;Wonen, Wijken en Integratie;Onderwijs, Cultuur en Wetenschap;Sociale Zaken en Werkgelegenheid;Jeugd en Gezin;Contactgroep Duitsland;Kunstcommissie;Commissie voor de Verzoekschriften en de Burgerinitiatieven;
/images/7891_tcm118-114596.jpg;Tofik Dibi;;19 november 1980;Vlissingen;Amsterdam;1429 dagen;29;Man;;GroenLinks  (GL);Dibi, T.;Wonen, Wijken en Integratie;Binnenlandse Zaken en Koninkrijksrelaties;Justitie;Nederlands-Antilliaanse en Arubaanse Zaken;Jeugd en Gezin;
/images/7880_tcm118-114597.jpg;Tony van Dijck;;13 september 1963;Venlo;Venlo;1429 dagen;47;Man;t.vdijck@tweedekamer.nl;Partij voor de vrijheid  (PVV);Dijck, A.P.C. van;Economische Zaken;Financiën;Landbouw, Natuur en Voedselkwaliteit;Rijksuitgaven;Sociale Zaken en Werkgelegenheid;
/images/7927_tcm118-114598.jpg;Jasper van Dijk;;20 april 1971;Jutphaas;Amsterdam;1429 dagen;39;Man;jasper.vdijk@tweedekamer.nl;Socialistische Partij  (SP);Dijk, J.J. van;Buitenlandse Zaken;Defensie;Europese Zaken;Nederlands-Antilliaanse en Arubaanse Zaken;Onderwijs, Cultuur en Wetenschap;Kunstcommissie;
/images/8064_tcm118-209090.jpg;Elbert Dijkgraaf;;6 januari 1970;Almelo;Rotterdam;134 dagen;40;Man;e.dijkgraaf@tweedekamer.nl;Staatkundig Gereformeerde Partij  (SGP);Dijkgraaf, E.;Wonen, Wijken en Integratie;Buitenlandse Zaken;Binnenlandse Zaken en Koninkrijksrelaties;Defensie;Europese Zaken;Economische Zaken;Financiën;Justitie;Landbouw, Natuur en Voedselkwaliteit;Nederlands-Antilliaanse en Arubaanse Zaken;Onderwijs, Cultuur en Wetenschap;Rijksuitgaven;Sociale Zaken en Werkgelegenheid;Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer;Verkeer en Waterstaat;Volksgezondheid, Welzijn en Sport;Jeugd en Gezin;Presidium;
/images/8055_tcm118-209091.jpg;Klaas Dijkhoff;;13 januari 1981;Soltau (Duitsland);Breda;134 dagen;29;Man;k.dijkhoff@tweedekamer.nl;Volkspartij voor Vrijheid en Democratie  (VVD);Dijkhoff, K.H.D.M.;Wonen, Wijken en Integratie;Buitenlandse Zaken;Defensie;Europese Zaken;Nederlands-Antilliaanse en Arubaanse Zaken;
/images/6100_tcm118-209092.jpg;Sharon Dijksma;;16 april 1971;Groningen;Enschede;4799 dagen;39;Vrouw;S.Dijksma@tweedekamer.nl;Partij van de Arbeid  (PVDA);Dijksma, S.A.M.;Binnenlandse Zaken en Koninkrijksrelaties;Nederlands-Antilliaanse en Arubaanse Zaken;Verkeer en Waterstaat;
/images/8079_tcm118-209093.jpg;Pia Dijkstra;;9 december 1954;Franeker;Utrecht;134 dagen;55;Vrouw;p.dijkstra@tweedekamer.nl;Democraten 66  (D66);Dijkstra, P.A.;Onderwijs, Cultuur en Wetenschap;Sociale Zaken en Werkgelegenheid;Volksgezondheid, Welzijn en Sport;Jeugd en Gezin;
/images/6614_tcm118-114601.jpg;Jeroen Dijsselbloem;;29 maart 1966;Eindhoven;Wageningen;3686 dagen;44;Man;J.Dijsselbloem@tweedekamer.nl;Partij van de Arbeid  (PVDA);Dijsselbloem, J.R.V.A.;Wonen, Wijken en Integratie;Justitie;Nederlands-Antilliaanse en Arubaanse Zaken;Sociale Zaken en Werkgelegenheid;Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer;Jeugd en Gezin;Contactgroep Verenigd Koninkrijk;Commissie voor het Onderzoek van de Geloofsbrieven;Commissie voor de Werkwijze;
/images/8024_tcm118-209094.jpg;Sjoera Dikkers;;14 juli 1969;Deventer;Haarlem;134 dagen;41;Vrouw;s.dikkers@tweedekamer.nl;Partij van de Arbeid  (PVDA);Dikkers, S.W.;Buitenlandse Zaken;Europese Zaken;Landbouw, Natuur en Voedselkwaliteit;
/images/8096_tcm118-209095.jpg;Willie Dille;;2 juni 1965;Den Haag;Den Haag;134 dagen;45;Vrouw;w.dille@tweedekamer.nl;Partij voor de vrijheid  (PVV);Dille, W.R.;Onderwijs, Cultuur en Wetenschap;Sociale Zaken en Werkgelegenheid;Volksgezondheid, Welzijn en Sport;Jeugd en Gezin;
/images/8092_tcm118-209096.jpg;Johan Driessen;;4 juni 1981;Cuijk en Sint Agatha;Den Haag;134 dagen;29;Man;j.driessen@tweedekamer.nl;Partij voor de vrijheid  (PVV);Driessen, J.H.A.;Wonen, Wijken en Integratie;Buitenlandse Zaken;Europese Zaken;Justitie;
/images/7799_tcm118-114604.jpg;Angelien Eijsink;;1 april 1960;Haaksbergen;Den Haag;2829 dagen;50;Vrouw;A.Eijsink@tweedekamer.nl;Partij van de Arbeid  (PVDA);Eijsink, A.M.C.;Buitenlandse Zaken;Defensie;Europese Zaken;Landbouw, Natuur en Voedselkwaliteit;Jeugd en Gezin;Delegatie naar de Navo Assemblee;
/images/8040_tcm118-209097.jpg;Arjan El Fassed;;5 augustus 1973;Vlaardingen;Utrecht;134 dagen;37;Man;a.elfassed@tweedekamer.nl;GroenLinks  (GL);El Fassed, A.;Wonen, Wijken en Integratie;Buitenlandse Zaken;Defensie;Europese Zaken;Economische Zaken;Landbouw, Natuur en Voedselkwaliteit;Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer;
/images/7993_tcm118-178678.jpg;Ton Elias;;14 maart 1955;Den Haag;Den Haag;680 dagen;55;Man;m.vhasselt@tweedekamer.nl;Volkspartij voor Vrijheid en Democratie  (VVD);Elias, T.M.Ch.;Justitie;Landbouw, Natuur en Voedselkwaliteit;Onderwijs, Cultuur en Wetenschap;Volksgezondheid, Welzijn en Sport;Commissie voor de Werkwijze;
/images/8109_tcm118-209195.jpg;Andre Elissen;;12 februari 1960;Frechen (Duitsland);Den Haag;134 dagen;50;Man;a.elissen@tweedekamer.nl;Partij voor de vrijheid  (PVV);Elissen, A.;Binnenlandse Zaken en Koninkrijksrelaties;Europese Zaken;Justitie;Nederlands-Antilliaanse en Arubaanse Zaken;Commissie voor de Verzoekschriften en de Burgerinitiatieven;
/images/7678_tcm118-114605.jpg;Kathleen Ferrier;;8 maart 1957;Paramaribo (Suriname);Leusden;3081 dagen;53;Vrouw;K.Ferrier@tweedekamer.nl;Christen Democratisch Appel  (CDA);Ferrier, K.G.;Buitenlandse Zaken;Defensie;Europese Zaken;Onderwijs, Cultuur en Wetenschap;Volksgezondheid, Welzijn en Sport;Jeugd en Gezin;Delegatie naar de Euro-Mediterrane Parlementaire Assemblee;Delegatie naar de OVSE-Assemblee;
/images/7901_tcm118-114606.jpg;Sietse Fritsma;;31 maart 1972;Franeker;Den Haag;1429 dagen;38;Man;;Partij voor de vrijheid  (PVV);Fritsma, S.R.;Wonen, Wijken en Integratie;Justitie;Nederlands-Antilliaanse en Arubaanse Zaken;Sociale Zaken en Werkgelegenheid;
/images/6365_tcm118-114609.jpg;Ineke van Gent;;21 juni 1957;Arnhem;Groningen;4546 dagen;53;Vrouw;W.vGent@tweedekamer.nl;GroenLinks  (GL);Gent, W. van;Binnenlandse Zaken en Koninkrijksrelaties;Financiën;Landbouw, Natuur en Voedselkwaliteit;Nederlands-Antilliaanse en Arubaanse Zaken;Onderwijs, Cultuur en Wetenschap;Rijksuitgaven;Verkeer en Waterstaat;Presidium;Commissie voor de Verzoekschriften en de Burgerinitiatieven;Commissie voor de Werkwijze;
/images/8093_tcm118-209098.jpg;Karen Gerbrands;;29 augustus 1967;Delft;Den Haag;134 dagen;43;Vrouw;k.gerbrands@tweedekamer.nl;Partij voor de vrijheid  (PVV);Gerbrands, K.;Landbouw, Natuur en Voedselkwaliteit;Onderwijs, Cultuur en Wetenschap;Rijksuitgaven;Sociale Zaken en Werkgelegenheid;Volksgezondheid, Welzijn en Sport;
/images/7894_tcm118-114611.jpg;Henk van Gerven;;11 maart 1955;Riethoven;Oss;1429 dagen;55;Man;h.vgerven@tweedekamer.nl;Socialistische Partij  (SP);Gerven, H.P.J. van;Wonen, Wijken en Integratie;Landbouw, Natuur en Voedselkwaliteit;Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer;Verkeer en Waterstaat;Volksgezondheid, Welzijn en Sport;
/images/7923_tcm118-114612.jpg;Sharon Gesthuizen;;23 januari 1976;Nijmegen;Haarlem;1429 dagen;34;Vrouw;s.gesthuizen@tweedekamer.nl;Socialistische Partij  (SP);Gesthuizen, S.M.J.G.;Binnenlandse Zaken en Koninkrijksrelaties;Economische Zaken;Financiën;Justitie;Rijksuitgaven;Commissie voor het Onderzoek van de Geloofsbrieven;Strategisch Overleg Informatievoorziening;
/images/7903_tcm118-114615.jpg;Dion Graus;;19 maart 1967;Heerlen;Heerlen;1429 dagen;43;Man;d.graus@tweedekamer.nl;Partij voor de vrijheid  (PVV);Graus, D.J.G.;Economische Zaken;Financiën;Landbouw, Natuur en Voedselkwaliteit;Rijksuitgaven;Verkeer en Waterstaat;Tijdelijke commissie onderzoek financieel stelsel;
/images/8023_tcm118-209099.jpg;Ed Groot;;26 december 1957;Grootebroek;Amsterdam;134 dagen;52;Man;e.groot@tweedekamer.nl;Partij van de Arbeid  (PVDA);Groot, V.A.;Europese Zaken;Economische Zaken;Financiën;Rijksuitgaven;Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer;Verkeer en Waterstaat;
/images/8072_tcm118-209100.jpg;Wassila Hachchi;;6 januari 1980;Rotterdam;Haarlem;134 dagen;30;Vrouw;w.hachchi@tweedekamer.nl;Democraten 66  (D66);Hachchi, W.;Buitenlandse Zaken;Binnenlandse Zaken en Koninkrijksrelaties;Defensie;Europese Zaken;Justitie;Nederlands-Antilliaanse en Arubaanse Zaken;
/images/7683_tcm118-114617.jpg;Sybrand van Haersma Buma;;30 juli 1965;Workum;Voorburg;3081 dagen;45;Man;S.Buma@tweedekamer.nl;Christen Democratisch Appel  (CDA);Haersma Buma, S. van;Wonen, Wijken en Integratie;Binnenlandse Zaken en Koninkrijksrelaties;Financiën;Justitie;Rijksuitgaven;Contactgroep Duitsland;Presidium;
/images/6349_tcm118-114618.jpg;Femke Halsema;;25 april 1966;Haarlem;Amsterdam;4546 dagen;44;Vrouw;F.Halsema@tweedekamer.nl;GroenLinks  (GL);Halsema, F.;Buitenlandse Zaken;Defensie;Financiën;Justitie;Nederlands-Antilliaanse en Arubaanse Zaken;Rijksuitgaven;Volksgezondheid, Welzijn en Sport;Jeugd en Gezin;Contactgroep Verenigd Koninkrijk;Commissie voor de Inlichtingen- en Veiligheidsdiensten;
/images/7684_tcm118-114619.jpg;Boris van der Ham;;29 augustus 1973;Amsterdam;Amsterdam;3081 dagen;37;Man;B.vHam@tweedekamer.nl;Democraten 66  (D66);Ham, B. van der;Landbouw, Natuur en Voedselkwaliteit;Onderwijs, Cultuur en Wetenschap;Sociale Zaken en Werkgelegenheid;Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer;Verkeer en Waterstaat;Volksgezondheid, Welzijn en Sport;Jeugd en Gezin;Tijdelijke commissie subsidiariteitstoets;
/images/6382_tcm118-114620.jpg;Mariëtte Hamer;;7 juni 1958;Amsterdam;Maassluis;4546 dagen;52;Vrouw;M.Hamer@tweedekamer.nl;Partij van de Arbeid  (PVDA);Hamer, M.I.;Onderwijs, Cultuur en Wetenschap;Rijksuitgaven;Sociale Zaken en Werkgelegenheid;Jeugd en Gezin;Presidium;
/images/8004_tcm118-198068.jpg;Mark Harbers;;19 april 1969;Ede;Rotterdam;332 dagen;41;Man;m.harbers@tweedekamer.nl;Volkspartij voor Vrijheid en Democratie  (VVD);Harbers, M.G.J.;Buitenlandse Zaken;Europese Zaken;Landbouw, Natuur en Voedselkwaliteit;Onderwijs, Cultuur en Wetenschap;Verkeer en Waterstaat;
/images/7761_tcm118-114621.jpg;Maarten Haverkamp;;15 maart 1974;Langbroek;Nederhorst den Berg;2886 dagen;36;Man;M.Haverkamp@tweedekamer.nl;Christen Democratisch Appel  (CDA);Haverkamp, M.C.;Delegatie naar de Navo Assemblee;
/images/7950_tcm118-120188.jpg;Pierre Heijnen;;5 oktober 1953;Den Haag;Den Haag;1338 dagen;57;Man;p.heijnen@tweedekamer.nl;Partij van de Arbeid  (PVDA);Heijnen, P.M.M.;Wonen, Wijken en Integratie;Binnenlandse Zaken en Koninkrijksrelaties;Financiën;Nederlands-Antilliaanse en Arubaanse Zaken;Rijksuitgaven;Sociale Zaken en Werkgelegenheid;Bouwbegeleidingscommissie;Commissie voor de Werkwijze;
/images/8087_tcm118-209101.jpg;Lilian Helder;;30 mei 1973;Venlo;Venlo;134 dagen;37;Vrouw;l.helder@tweedekamer.nl;Partij voor de vrijheid  (PVV);Helder, L.M.J.S.;Binnenlandse Zaken en Koninkrijksrelaties;Defensie;Justitie;Nederlands-Antilliaanse en Arubaanse Zaken;Contactgroep Duitsland;Commissie voor het Onderzoek van de Geloofsbrieven;
/images/8047_tcm118-209102.jpg;Jeanine Hennis-Plasschaert;;7 april 1973;Heerlen;Nederhorst den Berg;134 dagen;37;Vrouw;j.hennis-plasschaert@tweedekamer.nl;Volkspartij voor Vrijheid en Democratie  (VVD);Hennis-Plasschaert, J.A.;Binnenlandse Zaken en Koninkrijksrelaties;Europese Zaken;Justitie;Sociale Zaken en Werkgelegenheid;
/images/8095_tcm118-209076.jpg;Marcial Hernandez;;20 april 1974;Zaanstad;Kampen;134 dagen;36;Man;m.hernandez@tweedekamer.nl;Partij voor de vrijheid  (PVV);Hernandez, M.M.;Wonen, Wijken en Integratie;Buitenlandse Zaken;Binnenlandse Zaken en Koninkrijksrelaties;Defensie;
/images/7827_tcm118-114625.jpg;Eddy van Hijum;;17 april 1972;Delft;Laag Zuthem;2614 dagen;38;Man;E.vHijum@tweedekamer.nl;Christen Democratisch Appel  (CDA);Hijum, Y.J. van;Wonen, Wijken en Integratie;Economische Zaken;Financiën;Nederlands-Antilliaanse en Arubaanse Zaken;Onderwijs, Cultuur en Wetenschap;Rijksuitgaven;Sociale Zaken en Werkgelegenheid;Verkeer en Waterstaat;Tijdelijke commissie onderzoek financieel stelsel;
/images/8063_tcm118-213156.jpg;Johan Houwers;;4 oktober 1957;Winterswijk;Winterswijk Woold;3 dagen;53;Man;j.houwers@tweedekamer.nl;Volkspartij voor Vrijheid en Democratie  (VVD);Houwers, J.;Vergaderingen;Plenaire vergaderingen;Commissievergaderingen;Live debatten;
/images/8102_tcm118-213160.jpg;Matthijs Huizing;;10 oktober 1960;Leiden;Oegstgeest;3 dagen;50;Man;m.huizing@tweedekamer.nl;Volkspartij voor Vrijheid en Democratie  (VVD);Huizing, M.E.;Vergaderingen;Plenaire vergaderingen;Commissievergaderingen;Live debatten;
